Title,AuthorIDs,AuthorNames,Cited_url
Fundamental lower bound for node buffer size in intermittently connected wireless networks,KzRHnx0AAAAJ;CT5yZbwAAAAJ,Y Xu;X Wang,"/scholar?cites=3179675078474506997&as_sdt=2005&sciodt=0,5&hl=en"
Dtn routing with back-pressure based replica distribution,DlYy7PIAAAAJ;GP9YWp8AAAAJ,B Zhang;C Li,"/scholar?cites=9106090224908604135&as_sdt=2005&sciodt=0,5&hl=en"
Gradient-based routing in delay tolerant mobile sensor networks incorporating node mobility,D4Ypv6QAAAAJ,Y Koizumi,"/scholar?cites=8963135121414530282&as_sdt=2005&sciodt=0,5&hl=en"
Performance modeling for relay cooperation in delay tolerant networks,eBl025kAAAAJ;phdy0Y0AAAAJ;LfLfZXEAAAAJ,J Liu;H Nishiyama;N Kato,"/scholar?cites=13206309887905663306&as_sdt=2005&sciodt=0,5&hl=en"
SPread: Exploiting fractal social community For efficient multi-coPy routing in VDTNs,YXrNZKcAAAAJ;4HJi5zcAAAAJ;W0Cx7ZAAAAAJ,B Wu;K Chen;H Shen,"/scholar?cites=7210861771372440061&as_sdt=2005&sciodt=0,5&hl=en"
Delay analysis of epidemic schemes in sparse and dense heterogeneous contact networks,OWCsHVoAAAAJ;WVLr6NYAAAAJ,P Sermpezis;T Spyropoulos,"/scholar?cites=10738223875516124491&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluation of multicasting in energy-constrained DTN with selfish nodes,kmgzPeQAAAAJ,Y Li,"/scholar?cites=10440617611527543262&as_sdt=2005&sciodt=0,5&hl=en"
Flow optimization in delay tolerant networks using dual decomposition,yALHwAwAAAAJ,S Gitzenis,"/scholar?cites=11429132651581992469&as_sdt=2005&sciodt=0,5&hl=en"
Universal scheme improving probabilistic routing in delay-tolerant networks,,,"/scholar?cites=445774010155065107&as_sdt=2005&sciodt=0,5&hl=en"
Tracking message spread in mobile delay tolerant networks,6sjhaAIAAAAJ;DWC5eFMAAAAJ,M Panda;A Ali,"/scholar?cites=5064581535350899071&as_sdt=2005&sciodt=0,5&hl=en"
Fitting genetic algorithms to distributed on-line evolution of network protocols,llnMK0sAAAAJ;ajJxXnEAAAAJ;Vh8L6skAAAAJ;FY6F0McAAAAJ;yGhsa_wAAAAJ,S Alouf;G Neglia;I Carreras;D Miorandi;Á Fialho,"/scholar?cites=8279875125000278205&as_sdt=2005&sciodt=0,5&hl=en"
Encounter based fuzzy logic routing in delay tolerant networks,IqSr-PYAAAAJ;LLziuHYAAAAJ,AVA Kumar;RSD Wahidabanu,"/scholar?cites=12397090698533100834&as_sdt=2005&sciodt=0,5&hl=en"
Dynamic DTN routing strategies based on knowledge,uWfLjwkAAAAJ,Q Liu,"/scholar?cites=8922682470717060850&as_sdt=2005&sciodt=0,5&hl=en"
RIM: Relative-importance based data forwarding in people-centric networks,GO4IiaQAAAAJ;jnBRjhcAAAAJ,P Yuan;S Tang,"/scholar?cites=3397143375833336321&as_sdt=2005&sciodt=0,5&hl=en"
Message forwarding based on vehicle trajectory history in Fully Distributed Traffic Information Systems,,,"/scholar?cites=7380193190410497249&as_sdt=2005&sciodt=0,5&hl=en"
Nested spray and wait routing algorithm based on core nodes assisted,JeOg10AAAAAJ,H Lu,"/scholar?cites=15370961857556330541&as_sdt=2005&sciodt=0,5&hl=en"
Analysis for bio-inspired thrown-box assisted message dissemination in delay tolerant networks,,,"/scholar?cites=7250798371668216679&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   OOPProPHET: A New Routing Method to Integrate the Delivery Predictability of ProPHET-Routing with OOP-Routing in Delay Tolerant Networks.,,,"/scholar?cites=10609438801327759884&as_sdt=2005&sciodt=0,5&hl=en"
Optimization problems in throwbox-assisted delay tolerant networks: Which throwboxes to activate? how many active ones i need?,7KohfEEAAAAJ;jnBRjhcAAAAJ;pp1zjXoAAAAJ,F Li;S Tang;Y Cheng,"/scholar?cites=3749351551329682332&as_sdt=2005&sciodt=0,5&hl=en"
Performance evaluation of routing schemes for energy-constrained delay/fault-tolerant mobile sensor network,kmgzPeQAAAAJ,Y Li,"/scholar?cites=7477020273930939122&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   机会网络中消息冗余度动态估计的缓存管理策略,,,"/scholar?cites=15727660058059858642&as_sdt=2005&sciodt=0,5&hl=en"
Congestion control in social-based sensor networks: A social network perspective,Ib-sizwAAAAJ;WhB_EWgAAAAJ,S Guo;D Zeng,"/scholar?cites=15971679413311150282&as_sdt=2005&sciodt=0,5&hl=en"
Network coding in disruption tolerant networks,04rL02AAAAAJ;ajJxXnEAAAAJ;219_uIcAAAAJ,X Zhang;G Neglia;J Kurose,"/scholar?cites=2031177527319858870&as_sdt=2005&sciodt=0,5&hl=en"
Evaluating the impact of an acknowledgment strategy for APRP,yducvZwAAAAJ;mwe43TsAAAAJ,CM Nunes;FL Dotti,"/scholar?cites=14534268711229378659&as_sdt=2005&sciodt=0,5&hl=en"
Efficient data delivery in wireless sensor networks with ubiquitous mobile data collectors,GuaBhicAAAAJ;_HyHTrsAAAAJ;T863nXwAAAAJ,L Cheng;M Chen;C Chen,"/scholar?cites=16755407457815219882&as_sdt=2005&sciodt=0,5&hl=en"
Comparison of DTN routing protocols in realistic scenario,grIaiJYAAAAJ,M Tsuru,"/scholar?cites=12239684164512018549&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing Enhancement Specific to Mobile Environment Using DTN,unpYzC8AAAAJ;MLskLPsAAAAJ,H Shah;YP Kosta,"/scholar?cites=15528458309582071360&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting heterogeneity for improving forwarding performance in mobile opportunistic networks: An analytic approach,hxzrx3kAAAAJ,CH Lee,"/scholar?cites=5558663257892493008&as_sdt=2005&sciodt=0,5&hl=en"
Geolocation assisted routing protocols for vehicular networks,aOy7jnQAAAAJ,JP Rohrer,"/scholar?cites=8158523166877475671&as_sdt=2005&sciodt=0,5&hl=en"
A secure credit-based incentive scheme for opportunistic networks,,,"/scholar?cites=15216043711479726793&as_sdt=2005&sciodt=0,5&hl=en"
Trust based secure routing in delay tolerant networks,Yjwve60AAAAJ;2OJOZTUAAAAJ,TA Babbitt;BK Szymanski,"/scholar?cites=14829670820074341355&as_sdt=2005&sciodt=0,5&hl=en"
Hop-by-hop reliable; parallel message propagation for intermittently-connected mesh networks,,,"/scholar?cites=3116300903824884113&as_sdt=2005&sciodt=0,5&hl=en"
Distributed subgradient methods for delay tolerant networks,ajJxXnEAAAAJ,G Neglia,"/scholar?cites=11075462189272154186&as_sdt=2005&sciodt=0,5&hl=en"
A survey on intersection-based routing protocols in city scenario of VANETs,7wiFVVkAAAAJ,M Wang,"/scholar?cites=10644585916252176616&as_sdt=2005&sciodt=0,5&hl=en"
RIS : A Reciprocal Incentive Scheme in Selfish Opportunistic Networks,,,"/scholar?cites=7638898791373743079&as_sdt=2005&sciodt=0,5&hl=en"
A context-rich and extensible framework for spontaneous smartphone networking,AURRRDIAAAAJ;5APW4zDlaesC;B3CtxsAAAAAJ,E Talipov;Y Chon;H Cha,"/scholar?cites=4788123517396326277&as_sdt=2005&sciodt=0,5&hl=en"
A survey of delay tolerant networks routing protocols,hZxoGUsAAAAJ,KW Chin,"/scholar?cites=1190149583037096889&as_sdt=2005&sciodt=0,5&hl=en"
RLAB: Reinforcement learning-based adaptive broadcasting for Vehicular Ad-Hoc Networks,1cu3fx0AAAAJ,GN Shirazi,"/scholar?cites=15183154124328895305&as_sdt=2005&sciodt=0,5&hl=en"
Multilevel and secure services in a fleet of mobile phones: The multilevel secured messaging application (musma),,,"/scholar?cites=15831411096283167584&as_sdt=2005&sciodt=0,5&hl=en"
Delay-constrained utility maximization for video ads push in mobile opportunistic D2D networks,klVrU7gAAAAJ;BQMKkn8AAAAJ;f_91zmcAAAAJ;ouPBv-wAAAAJ,Y Liu;W Quan;T Wang;Y Wang,"/scholar?cites=15466362623078480806&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   An efficient multiple-copy routing in intermittently connected mobile networks,,,"/scholar?cites=12191159703201618657&as_sdt=2005&sciodt=0,5&hl=en"
Risk sensitive optimal control framework applied to delay tolerant networks,pEfJPS0AAAAJ;496KI_AAAAAJ;EYyOnEkAAAAJ,E Altman;V Kavitha;F De Pellegrini,"/scholar?cites=5512079894202640958&as_sdt=2005&sciodt=0,5&hl=en"
Markov decision evolutionary game for energy management in delay tolerant networks,Tvto5qkAAAAJ;JQ_1YREAAAAJ;EYyOnEkAAAAJ,R El-Azouzi;H Sidi;F De Pellegrini,"/scholar?cites=7467973920471427737&as_sdt=2005&sciodt=0,5&hl=en"
Optimal routing strategy in throw-box based delay tolerant network,,,"/scholar?cites=15743228602530833235&as_sdt=2005&sciodt=0,5&hl=en"
Efficient multiple-copy routing in software-defined vehicular networks,uVwk4XIAAAAJ;q2jH-3sAAAAJ,Z Cai;J Cao,"/scholar?cites=15331155898610936926&as_sdt=2005&sciodt=0,5&hl=en"
Wait; focus and spray: efficient data delivery in wireless sensor networks with ubiquitous mobile data collectors,GuaBhicAAAAJ;_HyHTrsAAAAJ;T863nXwAAAAJ,L Cheng;M Chen;C Chen,"/scholar?cites=10303560726440295164&as_sdt=2005&sciodt=0,5&hl=en"
How mobility models affect the design of network coding schemes for disruption tolerant networks,SZBKvksAAAAJ,M Chuah,"/scholar?cites=4974364141742233539&as_sdt=2005&sciodt=0,5&hl=en"
Energy-efficient routing in multi-community DTN with social selfishness considerations,4ATfNKkAAAAJ;mlUYzYcAAAAJ,B Yu;J Pan,"/scholar?cites=3810601676041998731&as_sdt=2005&sciodt=0,5&hl=en"
Trajectory data mining-based routing in DTN-enabled vehicular Ad Hoc networks,jWvFPMUAAAAJ;VXefPxAAAAAJ,Q Song;L Guo,"/scholar?cites=13006554611776804858&as_sdt=2005&sciodt=0,5&hl=en"
A location aided controlled spraying routing algorithm for Delay Tolerant Networks,qptgEhMAAAAJ;wHxXULMAAAAJ,X Wang;H Cheng,"/scholar?cites=13084743104148032037&as_sdt=2005&sciodt=0,5&hl=en"
移动机会网络路由问题研究进展,GO4IiaQAAAAJ,袁培燕,"/scholar?cites=12664222446146124069&as_sdt=2005&sciodt=0,5&hl=en"
节点连接态势感知的低开销机会网络消息传输策略,,,"/scholar?cites=2497601955059997253&as_sdt=2005&sciodt=0,5&hl=en"
Asymmetric spray based routing for delay tolerant networks,sx_8BTcAAAAJ;X0hu8rIAAAAJ,H Cruickshank;Z Sun,"/scholar?cites=1110509819363623050&as_sdt=2005&sciodt=0,5&hl=en"
OPPO: An optimal copy allocation scheme in mobile opportunistic networks,GO4IiaQAAAAJ;6c0fnEgAAAAJ,P Yuan;C Wang,"/scholar?cites=13616609675190116130&as_sdt=2005&sciodt=0,5&hl=en"
CDC: An energy-efficient contact discovery scheme for pocket switched networks,,,"/scholar?cites=15810556438362283196&as_sdt=2005&sciodt=0,5&hl=en"
An efficient message flooding scheme in delay-tolerant networks,,,"/scholar?cites=6935806974308667091&as_sdt=2005&sciodt=0,5&hl=en"
A Markov chain model for drop ratio on one-packet buffers DTNs,SjijVVkAAAAJ,V Ramiro,"/scholar?cites=15569953105012953606&as_sdt=2005&sciodt=0,5&hl=en"
Contention aware routing for intermittently connected mobile networks,WSrMLPwAAAAJ;337BjqEAAAAJ,PH Ho;B Shihada,"/scholar?cites=7409466056659581899&as_sdt=2005&sciodt=0,5&hl=en"
Lopp: a location privacy protected anonymous routing protocol for disruption tolerant network,dcDrhzMAAAAJ;KIFPVWoAAAAJ,P Hui;D Towsley,"/scholar?cites=6806438603809588912&as_sdt=2005&sciodt=0,5&hl=en"
Trust metric integration in resource constrained networks via data fusion,Yjwve60AAAAJ;2OJOZTUAAAAJ,TA Babbitt;BK Szymanski,"/scholar?cites=14661819941578681223&as_sdt=2005&sciodt=0,5&hl=en"
A secure 3-way routing protocols for intermittently connected mobile Ad Hoc networks,,,"/scholar?cites=13964488965672431241&as_sdt=2005&sciodt=0,5&hl=en"
Geo-Routing with angle-based decision in delay-tolerant networks,pdzOOssAAAAJ,CL Hu,"/scholar?cites=12904115931849352103&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   The optimization of Spray and Wait routing Protocol by prioritizing the message forwarding order,4Y4anakAAAAJ;2GKyHNkAAAAJ,S Rashid;MSM Zahid,"/scholar?cites=14112714274395517947&as_sdt=2005&sciodt=0,5&hl=en"
Incentive-aware opportunistic network routing,rZ6w1wQAAAAJ;D7ogj-kAAAAJ,G Bigwood;T Henderson,"/scholar?cites=2001375042153639834&as_sdt=2005&sciodt=0,5&hl=en"
Study on routing protocols in delay tolerant networks,,,"/scholar?cites=11826913914966402056&as_sdt=2005&sciodt=0,5&hl=en"
An effective and secure epidemic routing for disruption-tolerant networks,S25mvzo-9J0C,M Wang,"/scholar?cites=12729783140971781796&as_sdt=2005&sciodt=0,5&hl=en"
Optimal relaying in heterogeneous delay tolerant networks,kmgzPeQAAAAJ;jhyC8TsAAAAJ;yJKEaLAAAAAJ,Y Li;Z Wang;D Jin,"/scholar?cites=2299467097276547967&as_sdt=2005&sciodt=0,5&hl=en"
Fame-based probabilistic routing for delay-tolerant networks,,,"/scholar?cites=17940798108779102099&as_sdt=2005&sciodt=0,5&hl=en"
Autonomic information diffusion in intermittently connected networks,llnMK0sAAAAJ;Vh8L6skAAAAJ;yGhsa_wAAAAJ;FY6F0McAAAAJ,S Alouf;I Carreras;Á Fialho;D Miorandi,"/scholar?cites=13625890950398493825&as_sdt=2005&sciodt=0,5&hl=en"
Routing protocols in opportunistic networks–a survey,5CMhpJQAAAAJ;ND_z8F8AAAAJ,M Alajeely;R Doss,"/scholar?cites=6425775022236931872&as_sdt=2005&sciodt=0,5&hl=en"
Framework for single input single output nanonetwork-based realistic molecular communication,_WrgIbIAAAAJ;J_zxamYAAAAJ,SMA El-atty;ZM Gharsseldien,"/scholar?cites=17750069696915800958&as_sdt=2005&sciodt=0,5&hl=en"
Energy optimal epidemic routing for delay tolerant networks,hXoYv_4AAAAJ;rQFLJH8AAAAJ;1UlTiEMAAAAJ,J Shin;D Yang;C Kim,"/scholar?cites=16490238643858127668&as_sdt=2005&sciodt=0,5&hl=en"
Enabling wireless cooperation in user provided networks,pYOg6W0AAAAJ;0ydaYHgAAAAJ,VG Rolla;M Curado,"/scholar?cites=6566233926455993981&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Threshold-based message copies control in delay tolerant networks,,,"/scholar?cites=5387981202978108912&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Optimal Relay Node Selection in Two-Hop Routing for Intermittently Connected MANETs.,LwcEJEYAAAAJ,C Premachandra,"/scholar?cites=14787959099797372822&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Improving Qos in disconnected mobile ad hoc network,6DQd9jgAAAAJ;OM728ngAAAAJ,RC Suganthe;P Balasubramanie,"/scholar?cites=7766288785025409256&as_sdt=2005&sciodt=0,5&hl=en"
CPTR: conditional probability tree based routing in opportunistic networks,l_m8QPkAAAAJ;aIiC_6UAAAAJ;MI_ZxPwAAAAJ,N Derakhshanfard;M Sabaei;AM Rahmani,"/scholar?cites=16010952811903129680&as_sdt=2005&sciodt=0,5&hl=en"
Rerouting in advance for preempted IR calls in QoS-enabled networks,x3a98lIAAAAJ;KkkebI8AAAAJ,I Ahmad;J Kamruzzaman,"/scholar?cites=14918037343436216327&as_sdt=2005&sciodt=0,5&hl=en"
Exploring and exploiting opportunistic network routing in a dtn environment,unpYzC8AAAAJ;MLskLPsAAAAJ,H Shah;Y Kosta,"/scholar?cites=13836392882709127863&as_sdt=2005&sciodt=0,5&hl=en"
Estimators for global information in mobile opportunistic network,XXCHmeQAAAAJ;dzrHTMcAAAAJ,S Batabyal;P Bhaumik,"/scholar?cites=988024235673304594&as_sdt=2005&sciodt=0,5&hl=en"
Encounter-based routing in delay tolerant networks,YevGUDgAAAAJ,K Qin,"/scholar?cites=13941732590683782571&as_sdt=2005&sciodt=0,5&hl=en"
Effective defending against flood attack using stream-check method in tolerant network,a_Gd3LMAAAAJ,D Daniel,"/scholar?cites=1193800916386990011&as_sdt=2005&sciodt=0,5&hl=en"
Opportunistic geocast in large scale intermittently connected mobile ad hoc networks,8RYYICoAAAAJ,A Jamalipour,"/scholar?cites=2512038701663054694&as_sdt=2005&sciodt=0,5&hl=en"
Routing in user-centric networks,dTN3W6EAAAAJ;O1yGhH0AAAAJ,X Xing;X Cheng,"/scholar?cites=12891998594727509162&as_sdt=2005&sciodt=0,5&hl=en"
The multi-copy diversity for routing in sparse vehicular ad hoc networks,mjR2hPoAAAAJ;1UlTiEMAAAAJ,J Yoo;C Kim,"/scholar?cites=1857654701336976998&as_sdt=2005&sciodt=0,5&hl=en"
Connection frequency buffer aware routing protocol for delay tolerant network,2GKyHNkAAAAJ,Z Mohd,"/scholar?cites=12165741860105136567&as_sdt=2005&sciodt=0,5&hl=en"
Providing flexible services for heterogeneous vehicles: An NFV-based approach,q2jH-3sAAAAJ;uVwk4XIAAAAJ;SOUKMUwAAAAJ,J Cao;Z Cai;Z He,"/scholar?cites=5450130747118940915&as_sdt=2005&sciodt=0,5&hl=en"
Delay performance of a publish subscribe system deployed over a memory-constrained; delay tolerant network,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=17703003209474617334&as_sdt=2005&sciodt=0,5&hl=en"
A random obstacle‐based mobility model for delay‐tolerant networking,VU2Jw1YAAAAJ,J Liu,"/scholar?cites=11064839547987670757&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A energy efficient approach to DSR based routing protocol for ad hoc network,,,"/scholar?cites=8702311285548876947&as_sdt=2005&sciodt=0,5&hl=en"
Cooperative data forwarding based on crowdsourcing in vehicular social networks,AmUvey0AAAAJ;mcKgeZ0AAAAJ,A Rahim;A Tolba,"/scholar?cites=5248940503461190558&as_sdt=2005&sciodt=0,5&hl=en"
Performance modeling for two-hop relay with node selfishness in delay tolerant networks,eBl025kAAAAJ;phdy0Y0AAAAJ,J Liu;H Nishiyama,"/scholar?cites=7625066516521280139&as_sdt=2005&sciodt=0,5&hl=en"
Reducing energy consumption and overhead based on mobile health in big data opportunistic networks,N71m1nUAAAAJ,J Wu,"/scholar?cites=15289064115924203401&as_sdt=2005&sciodt=0,5&hl=en"
Self-stopping epidemic routing in cooperative wireless mobile sensor networks,mp4gjc0AAAAJ,Z Chen,"/scholar?cites=17895308236037287113&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Uma nova estratégia de roteamento para redes tolerantes a atrasos,yducvZwAAAAJ;mwe43TsAAAAJ,CM Nunes;FL Dotti,"/scholar?cites=5079028218634909089&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   机会网络中的自适应喷雾路由及其性能评估,,,"/scholar?cites=16446889525950811862&as_sdt=2005&sciodt=0,5&hl=en"
自私性机会网络中激励感知的内容分发的研究,,,"/scholar?cites=298281540719455318&as_sdt=2005&sciodt=0,5&hl=en"
基于接收阈值的容延网络拥塞控制机制,,,"/scholar?cites=971208067777527321&as_sdt=2005&sciodt=0,5&hl=en"
Shortest route mobility assisted packet delivery with soft maximum delay guarantees in mobile ad hoc networks,B4C0KjkAAAAJ;FMXWDg4AAAAJ,S Vassilaras;GS Yovanof,"/scholar?cites=1523685076265745476&as_sdt=2005&sciodt=0,5&hl=en"
Spray and Wait routing algorithm based on Transfer Utility of Node in DTN,,,"/scholar?cites=14484838130054484374&as_sdt=2005&sciodt=0,5&hl=en"
Spraying the replication probability with geographic assistance for Delay Tolerant Networks,X0hu8rIAAAAJ;NX-NvbwAAAAJ,Z Sun;N Wang,"/scholar?cites=11178521955850752624&as_sdt=2005&sciodt=0,5&hl=en"
A topic-based; publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ,L Bracciale;A Detti,"/scholar?cites=203934105679444990&as_sdt=2005&sciodt=0,5&hl=en"
On exploiting few strangers for data forwarding in delay tolerant networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ,P Yuan;H Ma,"/scholar?cites=13661726455694336911&as_sdt=2005&sciodt=0,5&hl=en"
EDDA: An efficient distributed data replication algorithm in VANETs,,,"/scholar?cites=6416011877391833151&as_sdt=2005&sciodt=0,5&hl=en"
Source delay in mobile ad hoc networks,iebhNbEAAAAJ;Krl5HRcAAAAJ,J Gao;J Li,"/scholar?cites=6899145855128894360&as_sdt=2005&sciodt=0,5&hl=en"
Contention aware mobility prediction routing for intermittently connected mobile networks,WSrMLPwAAAAJ;337BjqEAAAAJ,PH Ho;B Shihada,"/scholar?cites=7184086136113526345&as_sdt=2005&sciodt=0,5&hl=en"
SpringerBriefs in Computer Science,k3YaoIEAAAAJ;y5_J6KIAAAAJ;p26NfLgAAAAJ;H4rKFc8AAAAJ;vqOXh-AAAAAJ,S Zdonik;P Ning;S Shekhar;J Katz;X Wu,"/scholar?cites=10864130801009667463&as_sdt=2005&sciodt=0,5&hl=en"
[BOOK] [B]   Node density; connectivity and the percolation threshold﻿,,,"/scholar?cites=6310268704681063321&as_sdt=2005&sciodt=0,5&hl=en"
CDMR: Cooperative diversity-based multi-copy relaying in mesh networks,3L4iozgAAAAJ,V Nguyen,"/scholar?cites=16930846890620900565&as_sdt=2005&sciodt=0,5&hl=en"
A social-based DTN routing in cooperative vehicular sensor networks,,,"/scholar?cites=8203937030026122137&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Interdisciplinary research challenges in computer systems for the 2020s,_KMsPngAAAAJ;wK09sCQAAAAJ;zdnAkgsAAAAJ;4Ulx0fyHsLwC;rWl0U0oAAAAJ,A Cohen;X Shen;J Torrellas;J Tuck;Y Zhou,"/scholar?cites=16370263838158682126&as_sdt=2005&sciodt=0,5&hl=en"
Reasonable routing in delay/disruption tolerant networks,,,"/scholar?cites=10857920751353528518&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Message forwarding in people-centric delay tolerant networks.,5dAn52MAAAAJ,S Ahmed,"/scholar?cites=795773496056567106&as_sdt=2005&sciodt=0,5&hl=en"
A game-theoretic approach to supporting fair cooperation in delay tolerant networks,V4FRuiMAAAAJ;i-yARpYAAAAJ,T Abdelkader;W Gad,"/scholar?cites=11807731294132602958&as_sdt=2005&sciodt=0,5&hl=en"
